feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
1.3203523315695553,-2.5679340457671844,-4.282360111633171,-6.915232598067269,-0.25247328628708,-0.005384656806563415,-18.345864979091363,-0.9309232031626549,-2.5079592161130346,0.17536076651783528,-4.987589294832533,-4.881639594668797,-5.240461287974974,-3.3676713327640306,4.51229193324969,-0.29821471874394057,10.329480808487107,-1.5520041014707078,-4.800610929665215,7.309211709446293,2
-0.26647379311646946,-1.6716419524527932,-4.803748110358602,8.245064663256539,2.8533005347545974,1.7850808915125813,-5.618029143264168,-3.7213603491373037,-0.38007925187884095,2.7758029325248295,4.817458600329991,3.1407799462941024,1.9779130806730767,1.137641237294865,1.1078026738656828,-2.293338388089118,-5.761283668770108,-4.651575392893415,-2.959304710472226,-2.7344216366177476,3
-0.45316734698148653,0.6849886376800101,0.7539627620766027,-4.412206238754353,-0.7537372446789087,2.823643638141462,-0.7884499024123662,2.4029724710143734,-4.723590099397859,3.5784924115175194,-1.9138224810298523,-5.013055205309501,-2.3450367629394804,2.1966634774977662,0.5017614772018922,0.275463029315002,6.046972949208393,0.888219578889192,-4.977080553620338,8.627480279882601,4
2.2355358402656265,-1.1558867684338883,-5.386474218434586,2.658979381561997,-3.3891104063568704,-3.1547877954062895,-9.101348154529473,1.2861725018847747,-1.7037108261462186,0.8270464790656096,-2.433768447192336,11.762024939877836,-5.1447205186574205,0.4007827634737413,4.479568590515288,-0.2639190721870661,8.361919257022127,-1.6770971551314573,2.312301177013161,1.0135154304626202,2
-2.0625002498795437,1.2759978128006013,-3.6931804489918973,5.078314253011321,-3.168421335589002,3.896057438052766,-1.6813555300767318,-3.102720050374147,-0.9528966576388773,-3.7499624855888816,4.845012517347689,-2.106217319441178,-1.9904915177067015,1.1189371623912518,0.9379195708349857,-0.7273659462293092,0.15331813434477234,1.5546380168401592,1.7102415001995004,-8.808735188034628,4
0.11810001340896303,0.0025970328457418645,-0.358318231630801,-6.45864592383993,-4.036552183968578,1.4541775101554268,-0.42409237174326303,-1.0612503108436977,2.5217493185575144,2.4937285640830495,4.4193907861633175,5.651110612441515,-0.4660540446622661,-0.47070213129082816,0.8352702398433798,2.1302792863781637,-3.193357600004543,0.30007388241893973,-1.9435365750433062,-0.025371550028484166,3
-0.06947005201529355,0.37395330769400337,0.16849425513290428,-1.6874672933331987,0.579731016032391,-0.19088156716151206,-4.708544990057307,-1.158864760682162,1.1462417056354448,0.6381132469942437,-1.3639077180683457,-2.1995431161994894,-5.009104478281898,-0.06671716071265932,0.40905864852835194,1.3959301765812442,4.40087148543845,0.08146458530523182,-2.739899801485625,1.8226405067139682,2
-1.4559724090892252,0.9703504730657915,-1.0288058720120037,-5.981651119424323,0.8464950247756478,-1.9214788330321675,-4.980494595812334,3.610071185375195,-1.3993003891267004,0.5607642920355194,-2.4184743508003335,-8.53453822718632,1.2911744219582288,-3.3977390746184666,-0.32618771772019306,2.971199140158137,4.602005952320958,-0.2005362541066017,-3.100477367161697,5.838773951935055,4
-1.1287016050108258,0.42308531982773023,1.5035139292963247,-8.988706910542843,0.42741675497956666,5.733295127155402,3.229361014115337,-0.9598962959276227,1.906207736333585,-1.4322040897065662,3.132568249167127,-5.728082501898402,-0.3888957957323438,-0.27692352470068715,0.5971592819193987,3.776665946030685,-2.8780551339610843,0.7330519379008744,0.17676467474371205,-2.2954522570633666,3
-3.2034663416481246,3.236639117335102,-0.9875983711196995,-1.1717409580974083,0.8762916112284713,1.5010237616165498,-4.082743390402533,-4.7717890256212065,4.872319023737504,1.1344285091395758,-2.087893953630038,-8.634909613383423,-3.605842866631809,0.2289768238610883,1.6095633901442272,2.854498806885451,-1.5618323950634245,2.2007200635665756,-1.9911463685469286,3.5742532797934112,2
-1.7409763169114907,-1.3535773637820956,2.4793554292754263,10.330200949133301,3.0902144132617666,-3.9874177189231057,1.6899470136438413,-1.0496610808854534,0.4682374275186463,-0.29767734589396455,-1.2076473909490069,4.939691944124712,-3.386897586762032,3.3899952111375087,-1.28982238539397,0.2412558939168683,0.48744535114056936,0.8174424588021394,2.057114932030858,1.9319283497465412,1
0.5664708435021308,1.8962218223920249,-2.575752111609496,-0.356291050087923,-3.4558397289631673,-1.9437074423049303,6.455913624390295,0.26849304850951605,4.251843423460195,-5.419300637889775,2.3179036964148003,2.5162015905669213,1.5086170278722104,2.831390050023094,-1.977105646300564,2.590684164139861,1.5805140322185682,-5.628183960117974,0.31858525637778035,-9.374221602641981,4
-5.147575734687704,-0.3272156064526829,-2.1845645332962005,8.223204847365533,-0.9129608645716389,-1.8857642280375222,4.51518242283827,-2.4756369326201253,-0.5258625156112635,-1.012137125259813,1.4262169333706438,-5.137405843341808,5.318016126424264,0.6593092387963648,-3.6658704903850476,3.6715917099810222,-4.39505784176769,-2.7660274328201533,2.595395145878542,-2.4293047152005194,4
